600, 755, 269, 486, 0.36
1200, 755, 298, 457, 0.39
1800, 755, 305, 450, 0.40
2400, 755, 309, 446, 0.41
3000, 755, 309, 446, 0.41
3600, 755, 310, 445, 0.41
4200, 755, 310, 445, 0.41
4800, 755, 312, 443, 0.41
5400, 755, 312, 443, 0.41
6000, 755, 314, 441, 0.42
6600, 755, 316, 439, 0.42
7200, 755, 320, 435, 0.42
7800, 755, 323, 432, 0.43
8400, 755, 323, 432, 0.43
9000, 755, 331, 424, 0.44
9600, 755, 331, 424, 0.44
10200, 755, 331, 424, 0.44
10800, 755, 331, 424, 0.44
11400, 755, 331, 424, 0.44
12000, 755, 331, 424, 0.44
12600, 755, 342, 413, 0.45
13200, 755, 342, 413, 0.45
13800, 755, 342, 413, 0.45
14400, 755, 342, 413, 0.45
15000, 755, 342, 413, 0.45
15600, 755, 343, 412, 0.45
16200, 755, 343, 412, 0.45
16800, 755, 343, 412, 0.45
17400, 755, 343, 412, 0.45
18000, 755, 344, 411, 0.46
18600, 755, 348, 407, 0.46
19200, 755, 352, 403, 0.47
19800, 755, 352, 403, 0.47
20400, 755, 352, 403, 0.47
21000, 755, 352, 403, 0.47
21600, 755, 352, 403, 0.47
22200, 755, 352, 403, 0.47
22800, 755, 352, 403, 0.47
23400, 755, 352, 403, 0.47
24000, 755, 352, 403, 0.47
24600, 755, 352, 403, 0.47
25200, 755, 352, 403, 0.47
25800, 755, 352, 403, 0.47
26400, 755, 388, 367, 0.51
27000, 755, 394, 361, 0.52
27600, 755, 422, 333, 0.56
28200, 755, 422, 333, 0.56
28800, 755, 422, 333, 0.56
29400, 755, 437, 318, 0.58
30000, 755, 439, 316, 0.58
30600, 755, 439, 316, 0.58
31200, 755, 439, 316, 0.58
31800, 755, 439, 316, 0.58
32400, 755, 439, 316, 0.58
33000, 755, 439, 316, 0.58
33600, 755, 439, 316, 0.58
34200, 755, 439, 316, 0.58
34800, 755, 439, 316, 0.58
35400, 755, 439, 316, 0.58
36000, 755, 440, 315, 0.58
36600, 755, 442, 313, 0.59
37200, 755, 442, 313, 0.59
37800, 755, 442, 313, 0.59
38400, 755, 442, 313, 0.59
39000, 755, 442, 313, 0.59
39600, 755, 442, 313, 0.59
40200, 755, 442, 313, 0.59
40800, 755, 442, 313, 0.59
41400, 755, 446, 309, 0.59
42000, 755, 447, 308, 0.59
42600, 755, 449, 306, 0.59
43200, 755, 453, 302, 0.60
43800, 755, 456, 299, 0.60
44400, 755, 456, 299, 0.60
45000, 755, 456, 299, 0.60
45600, 755, 458, 297, 0.61
46200, 755, 459, 296, 0.61
46800, 755, 459, 296, 0.61
47400, 755, 469, 286, 0.62
48000, 755, 471, 284, 0.62
48600, 755, 472, 283, 0.63
49200, 755, 470, 285, 0.62
49800, 755, 471, 284, 0.62
50400, 755, 472, 283, 0.63
51000, 755, 472, 283, 0.63
51600, 755, 471, 284, 0.62
52200, 755, 470, 285, 0.62
52800, 755, 472, 283, 0.63
53400, 755, 475, 280, 0.63
54000, 755, 474, 281, 0.63
54600, 755, 473, 282, 0.63
55200, 755, 474, 281, 0.63
55800, 755, 474, 281, 0.63
56400, 755, 475, 280, 0.63
57000, 755, 476, 279, 0.63
57600, 755, 477, 278, 0.63
58200, 755, 476, 279, 0.63
58800, 755, 476, 279, 0.63
59400, 755, 476, 279, 0.63
60000, 755, 476, 279, 0.63
60600, 755, 475, 280, 0.63
61200, 755, 475, 280, 0.63
61800, 755, 476, 279, 0.63
62400, 755, 476, 279, 0.63
63000, 755, 476, 279, 0.63
63600, 755, 476, 279, 0.63
64200, 755, 475, 280, 0.63
64800, 755, 476, 279, 0.63
65400, 755, 477, 278, 0.63
66000, 755, 475, 280, 0.63
66600, 755, 475, 280, 0.63
67200, 755, 476, 279, 0.63
67800, 755, 475, 280, 0.63
68400, 755, 475, 280, 0.63
69000, 755, 475, 280, 0.63
69600, 755, 477, 278, 0.63
70200, 755, 476, 279, 0.63
70800, 755, 477, 278, 0.63
71400, 755, 477, 278, 0.63
72000, 755, 476, 279, 0.63
72600, 755, 476, 279, 0.63
73200, 755, 475, 280, 0.63
73800, 755, 476, 279, 0.63
74400, 755, 476, 279, 0.63
75000, 755, 478, 277, 0.63
75600, 755, 480, 275, 0.64
76200, 755, 479, 276, 0.63
76800, 755, 480, 275, 0.64
77400, 755, 478, 277, 0.63
78000, 755, 479, 276, 0.63
78600, 755, 478, 277, 0.63
79200, 755, 480, 275, 0.64
79800, 755, 478, 277, 0.63
80400, 755, 478, 277, 0.63
81000, 755, 478, 277, 0.63
81600, 755, 479, 276, 0.63
82200, 755, 479, 276, 0.63
82800, 755, 479, 276, 0.63
83400, 755, 479, 276, 0.63
84000, 755, 478, 277, 0.63
84600, 755, 479, 276, 0.63
85200, 755, 481, 274, 0.64
85800, 755, 480, 275, 0.64
86400, 755, 487, 268, 0.65
87000, 755, 486, 269, 0.64
87600, 755, 488, 267, 0.65
88200, 755, 491, 264, 0.65
